YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,SOIL_TYPE,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUP
2004,Chikmangaluru,6142,3020.82,37,Clay loam,Spray,121,54,Cotton,2644,Kharif,Y1,Medium
2004,Chikmangaluru,38712,3020.82,37,Clay loam,Spray,103,58,Cotton,44235,Kharif,Y1,Medium
2004,Chikmangaluru,13018,3020.82,37,Alluvial,Drip,3899,59.5,Coconut,43562,Rabi,Y1,Medium
2004,Chikmangaluru,13388,3020.82,37,Alluvial,Drip,4015,55,Coconut,200000,Rabi,Y1,Medium
2004,Chikmangaluru,13478,3020.82,37,Alluvial,Drip,4279,53,Coconut,4847,Rabi,Y1,Medium
2004,Hassan,366,3020.82,39,Alluvial,Drip,338,51,Coconut,1493,Rabi,Y1,Medium
2004,Hassan,159,3020.82,40,Sandy loam ,Drip,22966,57,Coconut,64409,Rabi,Y1,Medium
2004,Hassan,46,3020.82,40,Sandy loam ,Drip,131763,57,Coconut,249978,Rabi,Y1,Medium
2005,Mangalore,7415,3020.82,134,Alluvial,Spray,4904,52.5,Coconut,203317,Rabi,Y1,Medium
2006,Mangalore,40107,3020.82,135,Alluvial,Spray,2821,56,Coconut,2134,Rabi,Y1,Medium
2007,Mangalore,86,3020.82,136,Alluvial,Spray,3472,57,Coconut,45186,Rabi,Y1,Medium
2011,Hassan,5853,3020.82,42,Laterite,Basin,126487,52.5,Ginger,1516,Kharif,Y2,Medium
2012,Hassan,4698,3020.82,43,Laterite,Basin,804,56,Ginger,57259,Kharif,Y2,Medium
2013,Hassan,4209,3020.82,27,Laterite,Basin,30362,57,Ginger,234779,Kharif,Y2,Medium
2010,Mangalore,46538,3020.82,27.1,Laterite,Drip,132551,57,Coconut,64409,Kharif,Y2,Medium
2010,Mysuru,86,3020.82,42,Clay,Basin,63504,59.5,Cotton,45608,Kharif,Y2,Medium
2011,Mysuru,5797,3020.82,43,Clay,Basin,63931,55,Cotton,234581,Kharif,Y2,Medium
2012,Mysuru,3611,3020.82,43,Clay,Basin,73730,53,Cotton,646,Kharif,Y2,Medium
2010,Kasaragodu,14602,3020.82,132,Clay loam,Spray,61,54,Coconut,2134,Kharif,Y2,Medium
2013,Raichur,1321,3020.82,168,Sandy loam ,Drip,4912,60,Cardamum,761,Kharif,Y2,Medium
2012,Hassan,46907,3020.82,42,River basins,Basin,32,54,Coconut,4847,Rabi,Y2,Medium
2013,Hassan,653,3020.82,42,River basins,Basin,8,58,Coconut,51239,Rabi,Y2,Medium
2014,Hassan,11597,3020.82,43,River basins,Basin,50,58,Coconut,216396,Rabi,Y2,Medium
2017,Raichur,1657,3020.82,166,Sandy loam ,Drip,5107,57,Cardamum,43311,Kharif,Y3,Medium
2018,Raichur,1619,3020.82,167,Sandy loam ,Drip,5518,57,Cardamum,24848,Kharif,Y3,Medium
2016,Madikeri,50,3020.82,210,Arid and Desert,Basin,3368,52.5,Ginger,51239,Kharif,Y3,Medium
2017,Madikeri,38,3020.82,211,Arid and Desert,Basin,3671,56,Ginger,216396,Kharif,Y3,Medium
2004,Hassan,1321,259.6,27.1,Sandy,Drip,3423,53,Coconut,646,Kharif,Y1,Low
2005,Hassan,511,259.6,27.1,Sandy,Drip,3899,59.5,Coconut,43562,Kharif,Y1,Low
2004,Kodagu,9830,256.3,39,Laterite,Drip,19578,57.5,Coconut,2134,Kharif,Y1,Low
2005,Kodagu,46251,256.3,39,Laterite,Drip,121037,57,Coconut,45186,Kharif,Y1,Low
2006,Kodagu,159,256.3,40,Laterite,Drip,231,55,Coconut,238542,Kharif,Y1,Low
2007,Kodagu,9651,257.4,40,Laterite,Drip,18951,56,Coconut,1516,Kharif,Y1,Low
2008,Kodagu,46538,257.4,40,Laterite,Drip,110579,54,Coconut,57259,Kharif,Y1,Low
2009,Kodagu,131,257.4,41,Laterite,Drip,221,58,Coconut,234779,Kharif,Y1,Low
2004,Mysuru,9651,256.3,27,Alluvial,Basin,57642,55,Coconut,2134,Kharif,Y1,Low
2005,Mysuru,46538,256.3,27,Alluvial,Basin,58405,53,Coconut,45186,Kharif,Y1,Low
2006,Mysuru,131,256.3,27,Alluvial,Basin,60751,53.5,Coconut,238542,Kharif,Y1,Low
2007,Mysuru,9819,257.4,27.2,Alluvial,Basin,109506,52.5,Coconut,1516,Kharif,Y1,Low
2008,Mysuru,46220,257.4,27.2,Alluvial,Basin,114,56,Coconut,57259,Kharif,Y1,Low
2009,Mysuru,144,257.4,27.2,Alluvial,Basin,3,57,Coconut,234779,Kharif,Y1,Low
2006,Raichur,68,256.3,151,Loam,Drip,2088,56,Coffee,51239,Kharif,Y1,Low
2007,Raichur,48,256.3,152,Loam,Drip,2628,57,Coffee,216396,Kharif,Y1,Low
2008,Raichur,2419,256.3,153,Loam,Drip,1939,57.5,Coffee,2644,Kharif,Y1,Low
2004,Madikeri,139,256.3,27,loamy sand,Spray,5518,54,Paddy,43562,Kharif,Y1,Low
2004,Madikeri,9286,256.3,27,loamy sand,Spray,4912,54.5,Paddy,200000,Kharif,Y1,Low
2004,Madikeri,43275,256.3,27,loamy sand,Spray,3830,56.6,Paddy,4847,Kharif,Y1,Low
2004,Chikmangaluru,1,256.3,27,Clay loam,Drip,71,55,Blackgram,200000,Kharif,Y1,Low
2004,Chikmangaluru,27,256.3,27,Clay loam,Drip,52,53,Blackgram,4847,Kharif,Y1,Low
2004,Chikmangaluru,5,256.3,27,Clay loam,Drip,313547,53.5,Blackgram,51239,Kharif,Y1,Low
2004,Chikmangaluru,14,257.4,27,Clay loam,Drip,2783,52.5,Blackgram,216396,Kharif,Y1,Low
2004,Chikmangaluru,4,257.4,27,Clay loam,Drip,1533,56,Blackgram,2644,Kharif,Y1,Low
2004,Chikmangaluru,35,257.4,27.2,Clay loam,Drip,1647,59.5,Blackgram,44235,Kharif,Y1,Low
2004,Chikmangaluru,15,259.6,27,Clay loam,Drip,806,52.5,Cashew,238542,Kharif,Y1,Low
2004,Chikmangaluru,3,259.6,27,Clay loam,Drip,880,56,Cashew,1516,Kharif,Y1,Low
2004,Chikmangaluru,190,256.3,27,Alluvial,Basin,23960,53.5,Cotton,238542,Rabi,Y1,Low
2004,Chikmangaluru,138,256.3,27,Alluvial,Basin,126487,52.5,Cotton,1516,Rabi,Y1,Low
2004,Chikmangaluru,100,256.3,27,Alluvial,Basin,804,56,Cotton,57259,Rabi,Y1,Low
2004,Hassan,68,257.4,27,Alluvial,Basin,30362,57,Cotton,234779,Rabi,Y1,Low
2004,Hassan,48,257.4,27,Alluvial,Basin,124492,57.5,Ginger,1493,Rabi,Y1,Low
2004,Hassan,2419,257.4,27.2,Alluvial,Basin,792,57,Ginger,64409,Rabi,Y1,Low
2004,Hassan,1805,259.6,27.1,Alluvial,Drip,114744,57,Coconut,200000,Rabi,Y1,Low
2005,Hassan,11955,259.6,27.1,Sandy loam ,Drip,8700,51,Coconut,761,Rabi,Y1,Low
2006,Hassan,46907,259.6,27.1,Sandy loam ,Basin,41266,57,Coconut,45608,Rabi,Y1,Low
2007,Hassan,653,353.1,27.1,Sandy loam ,Basin,8838,57,Coconut,234581,Rabi,Y1,Low
2009,Hassan,46061,355.3,26.8,Sandy loam ,Basin,42915,57,Coconut,43562,Rabi,Y1,Low
2004,Hassan,653,256.3,27.1,River basins,Spray,154889,53.5,Coconut,43562,Rabi,Y1,Low
2005,Hassan,11597,256.3,27.1,River basins,Spray,171739,52.5,Coconut,200000,Rabi,Y1,Low
2006,Hassan,46061,257.4,26.8,River basins,Spray,172475,56,Coconut,4847,Rabi,Y1,Low
2007,Hassan,421,257.4,26.8,River basins,Spray,177939,57,Coconut,51239,Rabi,Y1,Low
2008,Hassan,10657,257.4,26.8,River basins,Spray,313547,57.5,Coconut,216396,Rabi,Y1,Low
2010,Hassan,1832,256.3,27,Sandy,Drip,187,57,Cashew,1493,Kharif,Y2,Low
2011,Hassan,1867,256.3,27,Sandy,Drip,187,55,Cashew,64409,Kharif,Y2,Low
2012,Hassan,1914,256.3,27,Sandy,Drip,121,56,Cashew,249978,Kharif,Y2,Low
2013,Hassan,1881,257.4,27,Sandy,Drip,103,54,Cashew,637,Kharif,Y2,Low
2014,Hassan,1853,257.4,27,Sandy,Drip,71,58,Cashew,43311,Kharif,Y2,Low
2015,Hassan,1845,257.4,27,Sandy,Drip,3961,58,Cashew,24848,Kharif,Y2,Low
2013,Kodagu,9821,259.6,42,Laterite,Drip,17231,54,Coconut,637,Kharif,Y2,Low
2014,Kodagu,46218,259.6,42,Laterite,Drip,119359,53,Coconut,43311,Kharif,Y2,Low
2013,Mysuru,9455,259.6,26.8,Loam,Basin,13,56,Coconut,200000,Kharif,Y2,Low
2014,Mysuru,45936,259.6,26.8,Loam,Basin,123,54,Coconut,4847,Kharif,Y2,Low
2010,Mysuru,14,256.3,27.1,Clay,Spray,187,57,Coconut,43311,Kharif,Y2,Low
2011,Mysuru,4,256.3,27.1,Clay,Spray,121,60,Coconut,24848,Kharif,Y2,Low
2012,Kasaragodu,35,256.3,27.1,Clay,Spray,103,57,Coconut,761,Kharif,Y2,Low
2013,Kasaragodu,5,257.4,26.8,Clay,Spray,71,57,Coconut,45608,Kharif,Y2,Low
2014,Kasaragodu,11,257.4,26.8,Clay,Spray,3961,54,Coconut,234581,Kharif,Y2,Low
2015,Kasaragodu,3,257.4,26.8,Clay,Spray,4247,54.5,Coconut,646,Kharif,Y2,Low
2015,Kasaragodu,19,259.6,38,Clay,Spray,3899,59.5,Coconut,51239,Kharif,Y2,Low
2013,Gulbarga,4698,257.4,192,Arid and Desert,Basin,972,54,Arecanut,45186,Kharif,Y2,Low
2011,Hassan,5853,256.3,27,Sandy loam ,Drip,221,56,Coconut,1516,Rabi,Y2,Low
2012,Hassan,4698,256.3,27,Sandy loam ,Drip,15362,54,Coconut,57259,Rabi,Y2,Low
2013,Hassan,4209,256.3,27,Sandy loam ,Drip,120373,58,Coconut,234779,Rabi,Y2,Low
2014,Hassan,4323,257.4,27,Sandy loam ,Drip,291,58,Coconut,1493,Rabi,Y2,Low
2015,Hassan,3365,257.4,27,Sandy loam ,Drip,17231,59,Coconut,64409,Rabi,Y2,Low
2010,Hassan,421,356.4,26.8,Sandy loam ,Basin,9230,57,Coconut,200000,Rabi,Y2,Low
2012,Hassan,45878,358.6,37,Sandy loam ,Basin,45820,54.5,Coconut,51239,Rabi,Y2,Low
2013,Hassan,185,359.7,37,Sandy loam ,Basin,49084,56.6,Coconut,216396,Rabi,Y2,Low
2014,Hassan,9830,360.8,38,Sandy loam ,Basin,86311,55.5,Coconut,2644,Rabi,Y2,Low
2012,Hassan,46251,259.6,38,Alluvial,Spray,975,54,Coconut,2134,Rabi,Y2,Low
2013,Hassan,159,259.6,38,Alluvial,Spray,2,58,Coconut,45186,Rabi,Y2,Low
2016,Kasaragodu,10,259.6,38,Clay,Spray,4015,55,Coconut,216396,Kharif,Y3,Low
2017,Gulbarga,293,256.3,187,Arid and Desert,Basin,1868,54,Arecanut,216396,Kharif,Y3,Low
2017,Gulbarga,5823,256.3,188,Arid and Desert,Basin,127919,58,Arecanut,2644,Kharif,Y3,Low
2016,Gulbarga,6038,256.3,189,Arid and Desert,Basin,75340,58,Arecanut,44235,Kharif,Y3,Low
2017,Gulbarga,5567,257.4,190,Arid and Desert,Basin,29170,59,Arecanut,203317,Kharif,Y3,Low
2018,Gulbarga,5853,257.4,191,Arid and Desert,Basin,1901,50,Arecanut,2134,Kharif,Y3,Low
2017,Gulbarga,3176,259.6,196,Arid and Desert,Basin,5373,57,Arecanut,234779,Kharif,Y3,Low
2018,Gulbarga,3284,259.6,197,Arid and Desert,Basin,6589,57,Arecanut,1493,Kharif,Y3,Low
2016,Hassan,3176,257.4,27,Sandy loam ,Drip,119359,50,Coconut,249978,Rabi,Y3,Low
2018,Hassan,46907,256.3,27.1,River basins,Basin,130132,53,Coconut,646,Rabi,Y3,Low
2007,Hassan,1168,3696,40,Black cotton,Spray,2821,54.5,Blackgram,761,Kharif,Y1,High
2008,Hassan,4,3696,41,Black cotton,Spray,3472,56.6,Blackgram,45608,Kharif,Y1,High
2009,Hassan,1010,3696,41,Black cotton,Drip,3647,55.5,Blackgram,234581,Kharif,Y1,High
2004,Hassan,2419,3905,27,Black cotton,Drip,2,53,Cashew,2134,Kharif,Y1,High
2005,Hassan,2080,3905,27,Black cotton,Drip,836,53.5,Cashew,45186,Kharif,Y1,High
2006,Hassan,1969,3905,27,Black cotton,Drip,806,52.5,Cashew,238542,Kharif,Y1,High
2007,Hassan,1798,4019.4,27.2,Sandy,Drip,880,56,Cashew,1516,Kharif,Y1,High
2008,Hassan,1805,4019.4,27.2,Sandy,Drip,770,57,Cashew,57259,Kharif,Y1,High
2009,Hassan,1831,4019.4,27.2,Sandy,Drip,395,57.5,Cashew,234779,Kharif,Y1,High
2006,Hassan,366,3193.41,27.1,Sandy,Drip,4015,55,Coconut,200000,Kharif,Y1,High
2007,Hassan,159,3193.41,26.8,Sandy,Drip,4279,53,Coconut,4847,Kharif,Y1,High
2008,Hassan,46,3193.41,26.8,Sandy,Drip,4167,53.5,Coconut,51239,Kharif,Y1,High
2009,Hassan,156,3296.26,26.8,Sandy,Drip,4479,52.5,Coconut,216396,Kharif,Y1,High
2004,Hassan,5968,3296.26,40,Laterite,Drip,27170,50,Ginger,216396,Kharif,Y1,High
2005,Hassan,6035,3875.08,40,Laterite,Drip,114744,54,Ginger,2644,Kharif,Y1,High
2006,Hassan,5288,3875.08,41,Laterite,Drip,1402,53,Ginger,44235,Kharif,Y1,High
2007,Hassan,293,3875.08,41,Laterite,Basin,23456,59.5,Ginger,203317,Kharif,Y1,High
2008,Hassan,5823,4102.78,41,Laterite,Basin,107809,55,Ginger,2134,Kharif,Y1,High
2009,Hassan,6038,4102.78,42,Laterite,Basin,1132,53,Ginger,45186,Kharif,Y1,High
2004,Mangalore,45878,3875.08,27,Laterite,Drip,126487,59,Coconut,45186,Kharif,Y1,High
2005,Mangalore,185,4102.78,27,Laterite,Drip,804,50,Coconut,238542,Kharif,Y1,High
2006,Mangalore,9830,4102.78,27,Laterite,Drip,30362,54,Coconut,1516,Kharif,Y1,High
2007,Mangalore,46251,4102.78,27.2,Laterite,Drip,124492,53,Coconut,57259,Kharif,Y1,High
2004,Kodagu,11597,3296.26,27,Laterite,Basin,41266,60,Coconut,646,Kharif,Y1,High
2005,Kodagu,46061,3296.26,27,Laterite,Basin,8838,57,Coconut,43562,Kharif,Y1,High
2004,Mysuru,42480,3296.26,38,Teelah,Basin,29,53,Coconut,2134,Kharif,Y1,High
2004,Mysuru,86,3875.08,40,Teelah,Basin,3,57,Coconut,64409,Kharif,Y1,High
2005,Mysuru,6254,3875.08,41,Teelah,Basin,58637,54,Coconut,249978,Kharif,Y1,High
2006,Mysuru,40197,3875.08,41,Teelah,Basin,59777,54.5,Coconut,637,Kharif,Y1,High
2007,Mysuru,99,4102.78,41,Teelah,Basin,60528,56.6,Coconut,43311,Kharif,Y1,High
2008,Mysuru,6142,4102.78,42,Clay,Basin,61126,55.5,Cotton,24848,Kharif,Y1,High
2009,Mysuru,38712,4102.78,42,Clay,Basin,623687,58.5,Cotton,761,Kharif,Y1,High
2004,Mysuru,6943,3905,27,Clay,Spray,836,50,Coconut,57259,Kharif,Y1,High
2005,Mysuru,7070,3905,27,Clay,Spray,806,54,Coconut,234779,Kharif,Y1,High
2006,Mysuru,29,3905,27,Clay,Spray,880,53,Coconut,1493,Kharif,Y1,High
2007,Mysuru,1,4019.4,27.2,Clay,Spray,770,52,Coconut,64409,Kharif,Y1,High
2008,Mysuru,27,4019.4,27.2,Clay,Spray,395,51,Coconut,249978,Kharif,Y1,High
2009,Mysuru,5,4019.4,27.2,Clay,Spray,187,57,Coconut,637,Kharif,Y1,High
2004,Kasaragodu,12887,3875.08,43,Clay loam,Spray,393,56,Coconut,4847,Kharif,Y1,High
2005,Kasaragodu,13018,4102.78,43,Clay loam,Spray,167,54,Coconut,51239,Kharif,Y1,High
2006,Kasaragodu,13388,4102.78,128,Clay loam,Spray,71,58,Coconut,216396,Kharif,Y1,High
2007,Kasaragodu,13478,4102.78,129,Clay loam,Spray,52,58,Coconut,2644,Kharif,Y1,High
2004,Raichur,138,4019.4,149,Loam,Drip,2805,53.5,Coffee,200000,Kharif,Y1,High
2005,Raichur,100,4019.4,150,Loam,Drip,2331,52.5,Coffee,4847,Kharif,Y1,High
2009,Raichur,2080,3193.41,154,Loam,Drip,1871,57,Cardamum,44235,Kharif,Y1,High
2004,Gulbarga,181,3965.94,174,Sandy loam ,Drip,2810,55.5,Pepper,4847,Kharif,Y1,High
2005,Gulbarga,185,3863.64,175,Sandy loam ,Drip,841,58.5,Pepper,51239,Kharif,Y1,High
2006,Gulbarga,219,3863.64,176,Sandy loam ,Drip,3550,59.5,Pepper,216396,Kharif,Y1,High
2007,Gulbarga,111,3863.64,177,Sandy loam ,Basin,109,55,Pepper,2644,Kharif,Y1,High
2008,Gulbarga,74,3625.6,178,Sandy loam ,Basin,3368,53,Pepper,44235,Kharif,Y1,High
2009,Gulbarga,67,3625.6,179,Sandy loam ,Basin,3671,53.5,Pepper,203317,Kharif,Y1,High
2004,Gulbarga,1237,3193.41,198,Arid and Desert,Basin,5107,60,Arecanut,64409,Kharif,Y1,High
2005,Gulbarga,840,3193.41,199,Arid and Desert,Basin,5518,57,Ginger,249978,Kharif,Y1,High
2006,Gulbarga,311,3193.41,200,Arid and Desert,Basin,4912,57,Ginger,637,Kharif,Y1,High
2007,Gulbarga,26,3296.26,201,Arid and Desert,Basin,3830,54,Ginger,43311,Kharif,Y1,High
2008,Gulbarga,10,3296.26,202,Arid and Desert,Basin,4,54.5,Ginger,24848,Kharif,Y1,High
2009,Gulbarga,9,3296.26,203,Arid and Desert,Basin,9,56.6,Ginger,761,Kharif,Y1,High
2004,Madikeri,421,3696,213,Arid and Desert,Basin,2805,57.5,Ginger,44235,Kharif,Y1,High
2004,Madikeri,10657,3696,214,loamy sand,Basin,2331,57,Tea,203317,Kharif,Y1,High
2004,Madikeri,45878,3696,215,loamy sand,Basin,2088,55,Tea,2134,Kharif,Y1,High
2004,Madikeri,185,3965.94,216,loamy sand,Basin,2628,56,Tea,45186,Kharif,Y1,High
2004,Madikeri,9830,3965.94,217,loamy sand,Basin,1939,54,Tea,238542,Kharif,Y1,High
2004,Madikeri,46251,3965.94,218,loamy sand,Basin,1871,58,Tea,1516,Kharif,Y1,High
2004,Madikeri,159,3863.64,219,loamy sand,Basin,1868,58,Tea,57259,Kharif,Y1,High
2004,Madikeri,9651,3863.64,220,loamy sand,Spray,127919,59,Tea,234779,Kharif,Y1,High
2004,Madikeri,46538,3863.64,221,loamy sand,Spray,75340,50,Tea,1493,Kharif,Y1,High
2004,Madikeri,131,3625.6,222,loamy sand,Spray,29170,54,Tea,64409,Kharif,Y1,High
2004,Madikeri,9819,3625.6,27,loamy sand,Spray,1901,53,Tea,249978,Kharif,Y1,High
2004,Madikeri,46220,3625.6,27,loamy sand,Spray,972,52,Tea,637,Kharif,Y1,High
2004,Madikeri,144,3905,27,loamy sand,Spray,874,51,Tea,43311,Kharif,Y1,High
2004,Madikeri,9821,3905,27,loamy sand,Spray,592,57,Tea,24848,Kharif,Y1,High
2004,Madikeri,46218,3905,27,loamy sand,Spray,864,57,Tea,761,Kharif,Y1,High
2004,Madikeri,128,4019.4,27.2,loamy sand,Spray,5373,60,Tea,45608,Kharif,Y1,High
2004,Madikeri,9455,4019.4,27.2,loamy sand,Spray,6589,57,Paddy,234581,Kharif,Y1,High
2004,Madikeri,45936,4019.4,27.2,loamy sand,Spray,5107,57,Paddy,646,Kharif,Y1,High
2004,Madikeri,129,3193.41,27,loamy sand,Spray,313547,55.5,Paddy,51239,Kharif,Y1,High
2004,Madikeri,8355,3193.41,27,loamy sand,Spray,2783,58.5,Paddy,216396,Kharif,Y1,High
2004,Chikmangaluru,42480,3193.41,27,loamy sand,Spray,1533,59.5,Paddy,2644,Kharif,Y1,High
2004,Chikmangaluru,142,3296.26,27.2,loamy sand,Spray,1647,55,Paddy,44235,Kharif,Y1,High
2004,Chikmangaluru,8084,3296.26,27.2,loamy sand,Spray,975,53,Paddy,203317,Kharif,Y1,High
2004,Chikmangaluru,42291,3296.26,27.2,loamy sand,Spray,2,53.5,Paddy,2134,Kharif,Y1,High
2004,Chikmangaluru,93,3875.08,27.1,loamy sand,Spray,836,52.5,Paddy,45186,Kharif,Y1,High
2004,Chikmangaluru,7415,3875.08,27.1,loamy sand,Spray,806,56,Paddy,238542,Kharif,Y1,High
2004,Chikmangaluru,40107,3875.08,27.1,loamy sand,Spray,880,57,Paddy,1516,Kharif,Y1,High
2004,Chikmangaluru,86,4102.78,26.8,Clay loam,Spray,770,57.5,Paddy,200000,Kharif,Y1,High
2004,Chikmangaluru,6254,4102.78,26.8,Clay loam,Spray,395,57,Groundnut,4847,Kharif,Y1,High
2004,Chikmangaluru,40197,4102.78,26.8,Clay loam,Spray,187,55,Groundnut,51239,Kharif,Y1,High
2004,Chikmangaluru,86,3696,38,Clay loam,Spray,71,58,Cotton,203317,Kharif,Y1,High
2004,Chikmangaluru,5797,3696,38,Clay loam,Spray,3961,59,Cotton,2134,Kharif,Y1,High
2004,Chikmangaluru,3611,3696,38,Clay loam,Spray,4247,50,Groundnut,45186,Kharif,Y1,High
2004,Chikmangaluru,4389,3965.94,39,Clay loam,Spray,3290,54,Groundnut,238542,Kharif,Y1,High
2004,Chikmangaluru,4437,3965.94,39,Clay loam,Spray,3138,53,Groundnut,1516,Kharif,Y1,High
2004,Chikmangaluru,4459,3965.94,39,Clay loam,Spray,3423,52,Groundnut,57259,Kharif,Y1,High
2004,Chikmangaluru,4517,3863.64,40,Clay loam,Spray,3899,51,Groundnut,234779,Kharif,Y1,High
2004,Chikmangaluru,4614,3863.64,40,Clay loam,Spray,4015,57,Groundnut,1493,Kharif,Y1,High
2004,Chikmangaluru,4657,3863.64,40,Clay loam,Spray,4279,57,Groundnut,64409,Kharif,Y1,High
2004,Chikmangaluru,4765,3625.6,41,Clay loam,Spray,4167,60,Groundnut,249978,Kharif,Y1,High
2004,Chikmangaluru,4927,3625.6,41,Clay loam,Spray,4479,57,Blackgram,637,Kharif,Y1,High
2004,Chikmangaluru,5278,3625.6,41,Clay loam,Spray,3699,57,Blackgram,43311,Kharif,Y1,High
2004,Chikmangaluru,6325,3905,42,Clay loam,Spray,4904,54,Blackgram,24848,Kharif,Y1,High
2004,Chikmangaluru,6663,3905,42,Clay loam,Spray,2821,54.5,Blackgram,761,Kharif,Y1,High
2004,Chikmangaluru,6751,3905,42,Clay loam,Spray,3472,56.6,Blackgram,45608,Kharif,Y1,High
2004,Chikmangaluru,6943,4019.4,43,Clay loam,Drip,3647,55.5,Blackgram,234581,Kharif,Y1,High
2004,Chikmangaluru,7070,4019.4,43,Clay loam,Drip,393,58.5,Blackgram,646,Kharif,Y1,High
2004,Chikmangaluru,29,4019.4,27,Clay loam,Drip,167,59.5,Blackgram,43562,Kharif,Y1,High
2004,Chikmangaluru,5,3415.5,27.2,Clay loam,Drip,975,55,Blackgram,203317,Kharif,Y1,High
2004,Chikmangaluru,11,3415.5,27.2,Clay loam,Drip,2,53,Cashew,2134,Kharif,Y1,High
2004,Chikmangaluru,3,3415.5,27,Clay loam,Drip,836,53.5,Cashew,45186,Kharif,Y1,High
2004,Chikmangaluru,8,3193.41,27,Clay loam,Drip,770,57,Cashew,57259,Rabi,Y1,High
2004,Chikmangaluru,19,3193.41,27,Clay loam,Drip,395,57.5,Cashew,234779,Rabi,Y1,High
2004,Chikmangaluru,10,3193.41,27,Clay loam,Drip,187,57,Cashew,1493,Rabi,Y1,High
2004,Chikmangaluru,4,3296.26,27.2,Clay loam,Drip,187,55,Cotton,64409,Rabi,Y1,High
2004,Chikmangaluru,14,3296.26,27.2,Clay loam,Drip,121,56,Cotton,249978,Rabi,Y1,High
2004,Chikmangaluru,7,3296.26,27.2,Clay loam,Drip,103,54,Cotton,637,Rabi,Y1,High
2004,Chikmangaluru,26,3875.08,27.1,Alluvial,Drip,71,58,Cotton,43311,Rabi,Y1,High
2004,Chikmangaluru,1,3875.08,27.1,Alluvial,Drip,3961,58,Cashew,24848,Rabi,Y1,High
2004,Chikmangaluru,12362,3875.08,27.1,Alluvial,Drip,4247,59,Cashew,761,Rabi,Y1,High
2004,Chikmangaluru,12603,4102.78,26.8,Alluvial,Drip,3290,50,Cashew,45608,Rabi,Y1,High
2004,Chikmangaluru,12761,4102.78,26.8,Alluvial,Drip,3138,54,Cashew,234581,Rabi,Y1,High
2004,Chikmangaluru,12887,4102.78,26.8,Alluvial,Drip,3423,53,Coconut,646,Rabi,Y1,High
2004,Chikmangaluru,13508,3696,38,Alluvial,Drip,4167,53.5,Coconut,51239,Rabi,Y1,High
2004,Chikmangaluru,13603,3696,38,Alluvial,Drip,4479,52.5,Coconut,216396,Rabi,Y1,High
2004,Chikmangaluru,14602,3696,38,Alluvial,Drip,3699,56,Coconut,2644,Rabi,Y1,High
2004,Chikmangaluru,15386,3965.94,39,Alluvial,Drip,4904,57,Coconut,44235,Rabi,Y1,High
2004,Chikmangaluru,15761,3965.94,39,Alluvial,Drip,2821,57.5,Coconut,203317,Rabi,Y1,High
2004,Chikmangaluru,15828,3965.94,39,Alluvial,Drip,3472,57,Coconut,2134,Rabi,Y1,High
2004,Chikmangaluru,15994,3863.64,40,Alluvial,Drip,3647,55,Coconut,45186,Rabi,Y1,High
2004,Chikmangaluru,16043,3863.64,40,Alluvial,Drip,393,56,Coconut,238542,Rabi,Y1,High
2004,Chikmangaluru,2832,3863.64,27,Alluvial,Drip,167,54,Coconut,1516,Rabi,Y1,High
2004,Chikmangaluru,2320,3625.6,27,Alluvial,Drip,71,58,Coconut,200000,Rabi,Y1,High
2004,Chikmangaluru,1432,3625.6,27,Alluvial,Drip,52,58,Coconut,4847,Rabi,Y1,High
2004,Chikmangaluru,1168,3625.6,27,Alluvial,Drip,2570,59,Coconut,51239,Rabi,Y1,High
2004,Chikmangaluru,4,3905,27,Alluvial,Drip,27170,50,Ginger,216396,Rabi,Y1,High
2004,Chikmangaluru,1010,3905,27,Alluvial,Drip,114744,54,Ginger,2644,Rabi,Y1,High
2004,Chikmangaluru,825,3905,27.2,Alluvial,Drip,1402,53,Ginger,44235,Rabi,Y1,High
2004,Chikmangaluru,737,4019.4,27.2,Alluvial,Basin,23456,59.5,Ginger,203317,Rabi,Y1,High
2004,Chikmangaluru,557,4019.4,27.2,Alluvial,Basin,107809,55,Ginger,2134,Rabi,Y1,High
2004,Chikmangaluru,352,4019.4,27,Alluvial,Basin,1132,53,Ginger,45186,Rabi,Y1,High
2004,Hassan,2080,3415.5,27.2,Alluvial,Basin,34153,55,Ginger,249978,Rabi,Y1,High
2004,Hassan,1969,3415.5,27.2,Alluvial,Basin,2570,56,Ginger,637,Rabi,Y1,High
2004,Hassan,1798,3415.5,27.1,Alluvial,Basin,27170,54,Ginger,43311,Rabi,Y1,High
2004,Hassan,1831,3193.41,27.1,Alluvial,Drip,1402,57.5,Coconut,4847,Rabi,Y1,High
2004,Hassan,1832,3193.41,26.8,Alluvial,Drip,23456,57,Coconut,51239,Rabi,Y1,High
2004,Hassan,1867,3193.41,26.8,Alluvial,Drip,107809,55,Coconut,216396,Rabi,Y1,High
2004,Hassan,1914,3296.26,26.8,Alluvial,Drip,1132,56,Coconut,2644,Rabi,Y1,High
2004,Hassan,1881,3296.26,37,Alluvial,Drip,23960,54,Coconut,44235,Rabi,Y1,High
2004,Hassan,1853,3296.26,37,Alluvial,Drip,126487,58,Coconut,203317,Rabi,Y1,High
